cap,void_id,ra,dec,dist,reff,reff_uncert,edge
NGC,2192,217.17599196887784,-4.657372431832786,599.8623809950195,12.589985214347893,0.03901497153643381,1
NGC,2193,201.01468406336366,4.52679916948942,658.1598401140412,15.383318390205643,0.05257610376695828,0
NGC,2194,125.69730389330672,5.9616723837153485,174.91619339698684,11.153766588453728,0.03554928515425656,1
NGC,2195,177.80420054466995,1.6026103612013982,637.6456939607216,12.664521593440332,0.044488260776627396,1
NGC,2196,-70.6555631448611,66.22344128439967,604.6465738493491,15.284695390034958,0.05516851003844305,0
NGC,2197,118.99490964279607,24.790563588778696,446.9699797436446,13.197032628385081,0.04886938028509442,1
NGC,2198,108.21266566820644,37.56585776824754,430.4363576187985,12.289066609865571,0.04492271939891026,1
NGC,2199,217.3839910605075,-0.37483321184324175,648.8065733942228,14.608338197617371,0.04777789059390937,0
NGC,2200,211.33002269556354,-4.612560002729926,570.1191089454446,12.974998211300424,0.04157822899661142,1
NGC,2201,146.3306838466627,0.7536749024222141,669.0372660284686,11.122389117972439,0.035513268493701254,1
NGC,2202,142.67927748899467,1.4543318650548485,519.3126109580276,12.329695015915895,0.03971663203112196,1
NGC,2203,157.31274402524627,1.5206767012620372,548.197338651348,14.532573407150972,0.052127703221749706,0
NGC,2204,230.11189792561925,7.995669668261598,535.2740433290554,12.51730004835004,0.04237191298969343,1
NGC,2205,162.0540974606346,-5.594639670526716,508.0132844619803,14.339651181287566,0.04999041676050119,0
NGC,2206,160.63406526126548,-5.037984625319159,164.83730659172963,13.986111880022806,0.050461092687493214,0
NGC,2207,220.21692863908066,39.15118960250364,666.734999619834,13.60178733976779,0.04828190071823733,1
NGC,2208,255.0539791014047,8.384272528830575,499.900300214647,15.253660715937391,0.055234124051379334,0
NGC,2209,219.9343214425629,-0.26783350690884455,635.7310538137788,14.210988156390771,0.049136622832484614,0
NGC,2210,167.24770033280276,-2.881838229195562,479.9136536956045,13.60397571506409,0.055009293751713394,0
NGC,2211,206.16477475815432,-0.5834066627085656,586.5541889563362,15.0039019642642,0.05178482542221344,0
NGC,2212,237.23434970056255,5.214048317944703,474.4206061318024,14.794080167868032,0.05146107589863251,0
NGC,2213,95.8051322437537,65.1225382674995,272.27998018774053,13.810493886566945,0.051923923895686605,1
NGC,2214,225.31737695167985,35.09798027220701,475.79773872747705,14.80278827755724,0.05566599138641956,0
NGC,2215,-72.8299843054911,66.24750316349486,530.3949599519318,13.262267018668703,0.05015722268417804,1
NGC,2216,224.79740666609092,34.72826452860267,429.46703208060444,14.711688037247644,0.052263647276404326,0
NGC,2217,252.08177316714495,10.986742740832053,451.11684896230713,14.150174915800465,0.048936151381837344,1
NGC,2218,98.60146745287489,61.16799134959962,523.5801566805427,12.78258622750477,0.04484900520485936,1
NGC,2219,-88.21729550933561,42.98321313352467,662.2556263887376,11.937515338246351,0.03994321471282363,1
NGC,2220,261.85162495702235,23.69812377384925,604.0974192333215,13.250223333011697,0.04674221738730867,1
NGC,2221,130.57932601610563,3.0821094536914857,446.6999055787615,15.207227694086361,0.061250393131747335,0
NGC,2222,-87.55667432654471,28.875528547222032,493.08916616795653,11.129564164520957,0.035231196027289434,1
NGC,2223,133.3481600051195,-1.4461485427328016,67.31086031694983,11.600199602258252,0.038068754116068644,1
