Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,Sample 12,Sample 13,Sample 14,Sample 15,Sample 16,Sample 17,Sample 18,Sample 19,Sample 20,
-1,-1,-1,-1,274,366,-1,-1,-1,-1,-1,-1,-1,-1,800,-1,-1,-1,-1,-1,
-1,-1,-1,-1,279,325,473,162,684,805,598,-1,-1,660,464,539,-1,911,-1,-1,
-1,-1,-1,-1,284,-1,839,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,291,-1,-1,-1,-1,-1,-1,-1,-1,308,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,292,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,174,235,-1,
-1,-1,-1,-1,308,668,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,313,229,588,-1,-1,-1,-1,-1,-1,-1,973,-1,-1,-1,-1,-1,
-1,-1,-1,-1,314,-1,729,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,318,81,222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,329,-1,-1,-1,-1,-1,-1,551,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,330,319,-1,-1,-1,187,-1,-1,326,-1,-1,-1,706,140,320,195,
-1,-1,-1,-1,333,295,867,428,637,617,650,951,1478,-1,-1,-1,-1,-1,-1,895,
-1,-1,-1,-1,336,-1,51,141,-1,-1,-1,-1,-1,-1,-1,184,-1,-1,-1,-1,
-1,-1,-1,-1,338,-1,-1,-1,418,-1,-1,-1,-1,-1,-1,-1,262,233,-1,-1,
-1,-1,-1,-1,341,375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,344,277,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,347,-1,-1,-1,-1,-1,672,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,355,267,294,269,255,424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,358,-1,-1,337,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,361,282,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,395,481,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,400,635,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,412,-1,-1,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,413,320,281,-1,-1,-1,-1,-1,-1,153,199,-1,-1,-1,-1,-1,
-1,-1,-1,-1,414,-1,-1,992,-1,-1,852,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,416,-1,-1,-1,636,-1,272,244,433,-1,339,-1,-1,-1,-1,-1,
-1,-1,-1,-1,424,270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,429,-1,-1,-1,-1,-1,-1,-1,216,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,430,385,414,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,432,-1,261,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,438,-1,-1,-1,-1,-1,-1,-1,-1,716,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,440,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,442,-1,-1,-1,-1,-1,1481,1651,-1,966,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,445,-1,-1,-1,601,-1,-1,562,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,454,777,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,455,614,978,1958,1851,1178,681,1286,1293,-1,-1,-1,-1,-1,-1,2056,
-1,-1,-1,-1,456,833,763,844,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,457,419,-1,1085,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,536,-1,-1,-1,
-1,-1,-1,-1,459,450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,468,1178,307,-1,-1,-1,278,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,470,429,596,-1,483,1126,499,596,1104,-1,570,-1,-1,-1,-1,-1,
-1,-1,-1,-1,474,-1,-1,-1,-1,-1,-1,-1,-1,691,309,693,-1,-1,-1,-1,
-1,-1,-1,-1,478,399,836,-1,-1,913,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,479,-1,292,223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,491,1042,-1,-1,-1,-1,-1,1808,-1,-1,1268,-1,-1,-1,-1,-1,
-1,-1,-1,-1,492,-1,-1,-1,-1,-1,-1,-1,-1,-1,503,177,-1,-1,-1,-1,
-1,-1,-1,-1,499,641,2113,-1,-1,-1,-1,-1,1375,1543,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,514,954,-1,-1,1213,-1,-1,-1,-1,182,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,522,670,314,319,-1,-1,-1,-1,-1,-1,-1,-1,352,-1,-1,-1,
-1,-1,-1,-1,525,1054,605,637,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,526,280,322,707,845,749,-1,-1,-1,411,-1,1279,-1,-1,-1,-1,
-1,-1,-1,-1,527,942,464,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,528,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,913,-1,-1,376,
-1,-1,-1,-1,531,-1,975,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,541,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,544,-1,977,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,545,-1,-1,-1,-1,-1,-1,738,-1,-1,-1,-1,531,-1,-1,-1,
-1,-1,-1,-1,547,304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,549,283,513,608,1170,-1,-1,-1,-1,-1,-1,357,251,279,1085,-1,
-1,-1,-1,-1,551,-1,299,816,1023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,554,-1,936,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,560,-1,462,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,571,656,-1,-1,425,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,572,-1,-1,-1,-1,847,1397,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,577,226,-1,-1,-1,-1,-1,-1,-1,516,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,584,744,1023,-1,-1,-1,-1,1588,1372,-1,1207,-1,-1,1126,-1,-1,
-1,-1,-1,-1,596,-1,-1,-1,-1,-1,-1,1334,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,597,395,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,610,-1,-1,204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,611,224,-1,-1,-1,1209,-1,-1,-1,-1,-1,-1,-1,-1,454,-1,
-1,-1,-1,-1,618,-1,-1,442,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,621,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,272,-1,-1,-1,
-1,-1,-1,-1,624,-1,-1,748,-1,-1,-1,-1,-1,-1,-1,-1,1619,-1,-1,-1,
-1,-1,-1,-1,632,-1,-1,-1,-1,-1,-1,1421,-1,-1,-1,-1,-1,-1,-1,1355,
-1,-1,-1,-1,635,1290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,637,446,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,638,-1,1619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,642,-1,-1,-1,863,1192,695,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,644,-1,-1,-1,-1,1204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,645,1550,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,651,-1,-1,-1,-1,-1,1409,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,653,1191,-1,-1,-1,624,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,655,-1,-1,-1,-1,-1,-1,-1,-1,442,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,660,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1568,-1,-1,-1,
-1,-1,-1,-1,662,-1,-1,-1,-1,910,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,663,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,871,-1,
-1,-1,-1,-1,665,-1,990,558,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,674,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,427,-1,
-1,-1,-1,-1,675,-1,-1,-1,-1,-1,-1,-1,-1,1470,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,684,1200,541,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,689,-1,-1,-1,212,-1,-1,-1,-1,-1,-1,-1,-1,1092,-1,-1,
-1,-1,-1,-1,697,980,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,700,-1,-1,-1,-1,-1,-1,-1,-1,1208,632,342,-1,-1,-1,-1,
-1,-1,-1,-1,715,1581,1769,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,719,1429,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,722,974,-1,496,214,-1,-1,-1,-1,-1,-1,-1,505,-1,-1,-1,
-1,-1,-1,-1,723,1211,-1,-1,-1,-1,-1,-1,-1,-1,374,616,629,-1,-1,-1,
-1,-1,-1,-1,726,585,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,727,782,-1,-1,335,-1,1454,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,729,-1,-1,-1,-1,-1,-1,-1,841,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,736,-1,-1,1556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,738,1039,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,742,1733,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,746,806,961,1508,927,1543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,748,713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1227,-1,
-1,-1,-1,-1,760,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1776,
-1,-1,-1,-1,766,-1,-1,-1,-1,-1,1382,1896,2278,-1,-1,-1,1589,1647,-1,-1,
-1,-1,-1,-1,769,-1,-1,1420,-1,-1,-1,1132,-1,967,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,771,-1,-1,-1,-1,-1,-1,-1,598,624,-1,-1,-1,-1,351,-1,
-1,-1,-1,-1,772,473,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,773,620,909,1165,1224,-1,-1,-1,446,-1,525,-1,-1,-1,-1,-1,
-1,-1,-1,-1,775,-1,-1,-1,-1,-1,-1,-1,1218,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,781,-1,1771,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,784,-1,-1,-1,-1,891,-1,-1,-1,-1,-1,-1,-1,849,-1,-1,
-1,-1,-1,-1,786,-1,-1,-1,-1,-1,-1,1172,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,789,-1,-1,-1,-1,-1,942,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,808,-1,-1,-1,-1,-1,-1,-1,1170,-1,-1,-1,-1,1484,-1,-1,
-1,-1,-1,-1,809,-1,-1,-1,-1,-1,-1,-1,-1,-1,1949,785,-1,-1,-1,-1,
-1,-1,-1,-1,812,-1,-1,-1,-1,-1,1459,-1,1219,488,-1,-1,246,-1,-1,-1,
-1,-1,-1,-1,814,894,-1,-1,-1,-1,-1,434,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,815,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,744,
-1,-1,-1,-1,816,-1,-1,-1,-1,-1,-1,-1,-1,-1,1740,-1,-1,-1,-1,-1,
-1,-1,-1,-1,817,-1,-1,-1,-1,-1,-1,-1,-1,999,-1,-1,823,1720,1008,-1,
-1,-1,-1,-1,825,1623,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1646,-1,-1,-1,
-1,-1,-1,-1,828,-1,1146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,838,753,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,844,403,-1,-1,-1,-1,472,1388,860,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,847,-1,-1,-1,-1,-1,-1,-1,912,420,1441,-1,-1,-1,-1,-1,
-1,-1,-1,-1,851,-1,-1,-1,-1,-1,224,-1,-1,-1,514,446,351,-1,-1,1109,
-1,-1,-1,-1,852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,858,566,687,-1,-1,
-1,-1,-1,-1,861,-1,-1,-1,-1,-1,-1,1985,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,863,828,-1,-1,-1,-1,-1,-1,-1,1328,-1,-1,-1,-1,-1,552,
-1,-1,-1,-1,869,923,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,870,497,-1,-1,-1,-1,1701,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,872,1780,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,873,-1,-1,809,-1,-1,-1,-1,-1,-1,-1,-1,-1,682,-1,-1,
-1,-1,-1,-1,874,-1,-1,-1,-1,-1,949,-1,1322,-1,-1,1856,-1,-1,-1,-1,
-1,-1,-1,-1,875,770,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,876,-1,572,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,886,-1,654,-1,-1,932,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,891,1592,-1,-1,-1,-1,-1,2323,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,894,832,-1,917,597,446,-1,-1,-1,-1,-1,-1,-1,1124,508,288,
-1,-1,-1,-1,900,1524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,901,265,-1,-1,-1,390,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,908,-1,-1,-1,-1,-1,-1,-1,1013,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,909,-1,1754,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,913,-1,-1,-1,-1,-1,-1,-1,1661,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,919,631,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,923,1209,2662,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1844,-1,
-1,-1,-1,-1,925,-1,-1,-1,579,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,928,2296,2097,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,930,-1,-1,-1,-1,-1,1764,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,934,-1,1269,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,935,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1352,
-1,-1,-1,-1,936,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1855,-1,-1,-1,
-1,-1,-1,-1,938,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2044,-1,-1,-1,
-1,-1,-1,-1,942,1498,2046,1421,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,946,-1,-1,-1,1256,587,820,-1,895,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,953,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2004,-1,
-1,-1,-1,-1,955,1227,-1,-1,-1,-1,-1,-1,-1,-1,-1,2280,-1,-1,-1,-1,
-1,-1,-1,-1,956,-1,-1,516,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,958,1318,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1020,-1,360,
-1,-1,-1,-1,973,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1453,-1,-1,-1,
-1,-1,-1,-1,980,-1,-1,-1,-1,-1,-1,-1,-1,603,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,985,1630,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,991,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1182,1204,-1,-1,
-1,-1,-1,-1,992,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1410,-1,-1,-1,-1,
-1,-1,-1,-1,997,1396,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,474,-1,-1,
-1,-1,-1,-1,1017,-1,-1,-1,-1,-1,-1,-1,-1,-1,1424,2158,1941,-1,-1,-1,
-1,-1,-1,-1,1018,1827,1962,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1020,-1,-1,-1,-1,-1,536,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1026,-1,-1,1313,-1,2546,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1027,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1557,-1,-1,-1,-1,
-1,-1,-1,-1,1028,-1,-1,-1,-1,-1,-1,360,-1,-1,-1,1769,-1,-1,-1,-1,
-1,-1,-1,-1,1030,-1,-1,-1,-1,-1,-1,-1,-1,1280,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1035,2271,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1037,2226,-1,-1,-1,-1,-1,-1,-1,-1,2409,2048,-1,2119,-1,-1,
-1,-1,-1,-1,1039,-1,-1,1214,-1,-1,-1,-1,2024,-1,2191,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1045,1216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1046,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,960,-1,
-1,-1,-1,-1,1048,-1,558,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1050,1299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1054,1490,-1,-1,-1,-1,-1,-1,1377,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1060,598,-1,-1,-1,-1,-1,-1,1598,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,929,
-1,-1,-1,-1,-1,-1,667,254,275,395,519,-1,243,-1,-1,-1,-1,142,-1,-1,
-1,-1,-1,-1,1067,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,800,
-1,-1,-1,-1,1072,-1,-1,742,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,909,-1,
-1,-1,-1,-1,1075,1308,1864,613,1474,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1076,-1,-1,-1,-1,757,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1077,856,635,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1078,611,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1079,1984,-1,-1,-1,-1,-1,1264,-1,717,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1081,-1,-1,-1,-1,1558,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1084,-1,1366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1088,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1235,-1,-1,-1,
-1,-1,-1,-1,1089,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2277,
-1,-1,-1,-1,1093,-1,-1,-1,-1,-1,-1,-1,-1,-1,1371,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1105,-1,-1,-1,1581,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1107,2461,2877,1923,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1108,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1965,
-1,-1,-1,-1,1112,-1,-1,-1,605,1552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1113,-1,2800,-1,-1,-1,1864,1670,-1,-1,1209,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1114,1707,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1485,-1,-1,
-1,-1,-1,-1,1117,1812,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1122,-1,1037,-1,616,679,632,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1123,-1,-1,2438,1520,803,1219,2641,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1124,-1,-1,-1,513,-1,-1,-1,2146,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1134,-1,1747,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1138,-1,-1,-1,-1,-1,-1,-1,1191,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1141,636,-1,-1,1125,-1,-1,-1,-1,-1,-1,-1,-1,-1,1063,-1,
-1,-1,-1,-1,1142,-1,-1,2164,766,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1145,2124,2505,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1146,912,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1646,
-1,-1,-1,-1,1150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1716,-1,-1,985,
-1,-1,-1,-1,1161,1452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1162,-1,-1,-1,-1,2182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1172,1014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1173,1369,-1,750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1178,1788,-1,-1,-1,-1,-1,-1,-1,-1,-1,2606,-1,-1,-1,-1,
-1,-1,-1,-1,1184,2073,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,781,2307,
-1,-1,-1,-1,1189,-1,-1,1547,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1190,-1,-1,-1,515,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1193,-1,2039,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1206,673,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1210,-1,-1,2095,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1220,-1,-1,1749,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1233,-1,-1,1695,-1,-1,-1,-1,809,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1240,1008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1246,-1,-1,2784,1456,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
