Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,Sample 12,Sample 13,Sample 14,Sample 15,Sample 16,Sample 17,Sample 18,Sample 19,Sample 20,
-1,-1,-1,-1,1247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1440,-1,-1,
-1,-1,-1,-1,1249,-1,1381,1857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1252,1794,1603,-1,-1,-1,1439,-1,2713,1713,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,741,-1,-1,-1,-1,
-1,-1,-1,-1,1264,1527,-1,-1,-1,630,-1,-1,-1,-1,440,-1,-1,-1,1458,-1,
-1,-1,-1,-1,1267,-1,597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1270,-1,-1,-1,-1,1923,-1,1633,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1273,1262,2215,-1,-1,-1,1959,2223,1902,2315,2420,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1283,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,863,595,
-1,-1,-1,-1,1286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,488,-1,
-1,-1,-1,-1,1288,1890,-1,671,-1,1469,-1,1021,-1,1709,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1290,-1,-1,-1,861,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1297,-1,801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1298,1822,-1,-1,-1,-1,-1,-1,-1,-1,2715,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1304,2524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1305,1692,-1,-1,846,-1,-1,-1,1042,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1306,2412,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1307,1437,-1,-1,-1,-1,850,-1,813,-1,-1,-1,-1,1371,-1,1105,
-1,-1,-1,-1,1308,-1,1150,-1,-1,-1,-1,-1,-1,-1,1912,-1,1556,-1,-1,-1,
-1,-1,-1,-1,1309,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,602,-1,-1,1344,
-1,-1,-1,-1,1310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,918,-1,-1,-1,
-1,-1,-1,-1,1315,2681,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2771,-1,-1,-1,1322,2731,1867,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1323,-1,-1,-1,-1,-1,-1,2451,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1325,955,1104,922,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,947,-1,
-1,-1,-1,-1,1327,-1,1180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1335,1338,1883,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1340,-1,944,533,1093,631,1820,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1342,1078,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1726,1123,-1,-1,
-1,-1,-1,-1,1346,1497,-1,-1,-1,2631,-1,-1,-1,-1,-1,-1,-1,-1,1083,-1,
-1,-1,-1,-1,1351,-1,1594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1353,-1,2659,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1354,-1,-1,-1,-1,1562,-1,-1,-1,1066,1140,1283,-1,-1,-1,-1,
-1,-1,-1,-1,1356,786,-1,1559,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1280,-1,-1,-1,
-1,-1,-1,-1,1360,-1,938,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1367,509,902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1372,979,-1,-1,-1,-1,-1,1357,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1373,1960,-1,-1,2381,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1376,536,-1,-1,-1,-1,-1,-1,-1,-1,1107,860,1566,-1,-1,-1,
-1,-1,-1,-1,1377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2164,-1,-1,-1,-1,
-1,-1,-1,-1,1378,-1,-1,-1,-1,-1,-1,-1,-1,824,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1381,2097,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1382,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1543,-1,-1,-1,-1,
-1,-1,-1,-1,1384,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,882,1695,
-1,-1,-1,-1,1385,-1,1756,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1390,-1,-1,-1,-1,-1,1068,1379,-1,953,674,-1,2082,-1,679,-1,
-1,-1,-1,-1,1392,-1,-1,-1,-1,1584,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1393,2134,2401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1396,-1,1993,-1,-1,-1,-1,-1,856,1621,1281,-1,922,1063,-1,-1,
-1,-1,-1,-1,1404,-1,-1,-1,-1,-1,-1,-1,-1,2009,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1408,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1878,-1,
-1,-1,-1,-1,1410,-1,1290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1412,2046,2585,2184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1413,-1,-1,905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1414,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1132,
-1,-1,-1,-1,1417,1052,1144,-1,-1,2188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1421,-1,-1,-1,-1,-1,-1,-1,1841,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,1010,1628,-1,-1,-1,-1,-1,1666,1683,2776,-1,1825,1690,1142,
-1,-1,-1,-1,1428,-1,-1,-1,-1,-1,-1,-1,2833,-1,-1,-1,-1,2498,-1,-1,
-1,-1,-1,-1,1443,2077,2707,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1448,-1,-1,1050,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1450,1526,1418,2345,-1,1024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1454,-1,-1,-1,-1,2002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1457,-1,-1,-1,-1,-1,1916,-1,1830,415,-1,-1,-1,-1,-1,827,
-1,-1,-1,-1,1458,-1,-1,-1,1567,-1,1197,-1,-1,-1,1199,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1461,-1,-1,-1,2150,-1,-1,2767,-1,-1,-1,-1,2191,1957,-1,-1,
-1,-1,-1,-1,1462,1642,-1,-1,-1,-1,-1,-1,-1,1512,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1464,1654,1781,1244,962,2139,2041,1224,1730,-1,-1,1322,2463,2589,-1,-1,
-1,-1,-1,-1,1467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1316,-1,
-1,-1,-1,-1,1471,-1,-1,-1,-1,-1,-1,-1,763,1130,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1473,-1,-1,-1,-1,-1,-1,-1,2262,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1475,2345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1495,2771,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1496,1787,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1497,1729,1476,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1875,2697,
-1,-1,-1,-1,1504,-1,2682,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1505,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1578,1082,
-1,-1,-1,-1,1511,-1,1885,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1516,-1,-1,-1,-1,-1,-1,-1,2106,-1,-1,-1,-1,-1,-1,1580,
-1,-1,-1,-1,1517,2653,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1519,-1,-1,-1,2149,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1521,720,1763,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,515,380,
-1,-1,-1,-1,1527,-1,-1,-1,-1,-1,2106,1880,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1533,-1,-1,-1,-1,-1,-1,-1,-1,-1,2251,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1534,-1,948,-1,-1,-1,1337,-1,-1,-1,-1,1272,-1,-1,-1,-1,
-1,-1,-1,-1,1548,-1,-1,2464,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1559,2507,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1560,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2824,-1,2822,
-1,-1,-1,-1,1561,-1,-1,-1,-1,-1,-1,-1,-1,-1,1907,1443,-1,-1,-1,-1,
-1,-1,-1,-1,1579,-1,1991,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1584,-1,2467,1381,-1,-1,-1,-1,-1,-1,-1,-1,-1,2681,1326,-1,
-1,-1,-1,-1,1590,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2546,-1,2500,-1,-1,
-1,-1,-1,-1,1591,1501,-1,-1,-1,-1,-1,-1,-1,1638,1686,1785,-1,-1,-1,-1,
-1,-1,-1,-1,1592,1067,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1595,-1,-1,-1,-1,-1,-1,-1,2134,-1,-1,1833,-1,2850,-1,-1,
-1,-1,-1,-1,1598,2470,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1608,-1,-1,-1,2876,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1609,-1,-1,1505,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1612,-1,1674,1944,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1622,2024,1091,722,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1625,1172,1481,1120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1629,1893,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1636,-1,-1,-1,2541,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1643,2534,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1645,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2638,
-1,-1,-1,-1,1649,-1,2671,-1,-1,-1,-1,2359,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1651,1843,-1,1733,1404,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1662,-1,-1,-1,-1,-1,-1,-1,-1,-1,2370,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1665,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1812,-1,-1,-1,-1,
-1,-1,-1,-1,1669,-1,-1,-1,2769,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1541,
-1,-1,-1,-1,1670,-1,-1,-1,-1,2316,1081,1706,-1,1674,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1677,-1,833,1126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1685,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,644,1497,-1,-1,-1,
-1,-1,-1,-1,1687,2569,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1692,2579,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1696,2352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1698,-1,-1,-1,-1,-1,-1,-1,-1,-1,1040,986,-1,2322,-1,-1,
-1,-1,-1,-1,1700,1223,992,652,-1,-1,-1,550,-1,-1,-1,598,-1,-1,-1,-1,
-1,-1,-1,-1,1701,581,945,962,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1039,-1,
-1,-1,-1,-1,1705,1311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1706,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1494,-1,-1,-1,-1,
-1,-1,-1,-1,1712,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1110,-1,-1,-1,
-1,-1,-1,-1,1713,-1,1433,-1,-1,-1,-1,711,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1717,-1,731,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1733,2716,-1,1875,-1,-1,-1,-1,-1,1165,1490,1007,1526,2672,2210,-1,
-1,-1,-1,-1,1734,1292,843,567,1503,1982,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1735,-1,-1,-1,-1,-1,-1,-1,-1,1300,-1,-1,-1,2216,-1,-1,
-1,-1,-1,-1,1739,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,888,-1,-1,
-1,-1,-1,-1,1749,1202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1752,-1,-1,-1,-1,-1,2127,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1770,-1,-1,-1,-1,-1,2084,2397,-1,-1,-1,-1,-1,1745,-1,2321,
-1,-1,-1,-1,1784,-1,-1,-1,1609,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1786,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1113,-1,-1,
-1,-1,-1,-1,1793,2820,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2196,-1,-1,
-1,-1,-1,-1,1802,-1,-1,-1,1500,-1,-1,-1,-1,-1,-1,1746,1079,-1,2177,-1,
-1,-1,-1,-1,1813,2532,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1814,-1,-1,-1,2526,-1,-1,1694,1330,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1815,1542,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1816,1212,-1,-1,-1,-1,-1,-1,-1,-1,1184,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1819,2414,2433,-1,2673,-1,-1,-1,-1,2564,1855,2256,2120,1680,-1,-1,
-1,-1,-1,-1,1822,-1,-1,-1,-1,-1,-1,-1,-1,859,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1828,1786,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1831,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1395,-1,-1,
-1,-1,-1,-1,1834,1795,1421,2853,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1838,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2742,-1,-1,
-1,-1,-1,-1,1844,1963,-1,-1,-1,-1,-1,-1,1963,-1,1170,1085,-1,-1,-1,-1,
-1,-1,-1,-1,1859,-1,-1,-1,-1,2716,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1861,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2012,-1,-1,-1,
-1,-1,-1,-1,1862,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2186,2836,2574,
-1,-1,-1,-1,1867,-1,1602,-1,-1,-1,-1,-1,-1,-1,2321,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1871,-1,2316,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1872,-1,-1,-1,1925,-1,1235,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1873,-1,2311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1876,-1,-1,-1,-1,-1,1048,1898,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1877,-1,-1,-1,-1,-1,855,713,1923,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1880,1087,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1886,1905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1897,-1,899,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1900,1235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1902,-1,1897,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1135,-1,
-1,-1,-1,-1,1905,2167,1221,-1,-1,-1,-1,-1,-1,769,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2370,1837,2512,-1,-1,
-1,-1,-1,-1,1910,-1,1086,1479,675,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1916,2021,-1,-1,-1,-1,2312,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1923,2119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1934,2655,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1937,-1,-1,-1,-1,-1,-1,-1,-1,-1,1868,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1943,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1361,-1,-1,
-1,-1,-1,-1,-1,-1,-1,1634,-1,2227,2037,1695,1610,-1,1975,-1,1077,-1,-1,-1,
-1,-1,-1,-1,1955,2558,2827,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1958,-1,-1,-1,1495,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1961,2473,-1,-1,-1,-1,-1,2033,1204,1786,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1974,2357,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1978,2480,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1987,1139,1799,-1,-1,-1,-1,1295,2073,-1,2546,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1995,-1,-1,1537,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,1997,2102,-1,2538,-1,-1,1781,-1,-1,-1,-1,-1,1898,-1,-1,-1,
-1,-1,-1,-1,2001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2112,-1,-1,-1,
-1,-1,-1,-1,2002,-1,-1,-1,-1,-1,-1,-1,-1,2762,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2003,-1,-1,-1,-1,-1,-1,1499,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2017,-1,2274,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2020,1945,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2023,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1908,-1,-1,
-1,-1,-1,-1,2025,-1,-1,-1,-1,1681,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2027,-1,-1,-1,1896,-1,-1,-1,-1,-1,1487,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2029,1133,-1,-1,-1,-1,-1,-1,1880,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2032,-1,-1,2834,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2033,2175,1701,-1,-1,-1,-1,-1,-1,-1,1532,-1,851,-1,-1,-1,
-1,-1,-1,-1,2040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1766,-1,-1,
-1,-1,-1,-1,2046,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1230,-1,-1,
-1,-1,-1,-1,2053,-1,-1,2150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1655,-1,
-1,-1,-1,-1,2055,2578,-1,1429,2110,1213,1768,2905,-1,2279,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2059,-1,-1,-1,-1,1559,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2062,1244,1966,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2063,-1,935,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2072,-1,-1,-1,-1,-1,2038,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2077,-1,-1,2251,1931,1536,1531,-1,-1,1651,983,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2084,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2915,902,-1,
-1,-1,-1,-1,2086,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2252,-1,-1,
-1,-1,-1,-1,2090,-1,-1,1685,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2091,1395,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2099,-1,-1,1051,-1,2409,1232,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1771,-1,
-1,-1,-1,-1,2102,-1,-1,-1,-1,2764,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2106,2070,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1542,-1,-1,-1,-1,
-1,-1,-1,-1,2118,1867,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2120,-1,-1,-1,2838,-1,-1,-1,-1,-1,2629,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2124,-1,-1,-1,-1,-1,2250,-1,-1,-1,-1,-1,-1,-1,1930,-1,
-1,-1,-1,-1,2126,2782,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2133,1245,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2135,-1,-1,-1,-1,-1,-1,-1,-1,-1,2457,-1,2211,1086,-1,-1,
-1,-1,-1,-1,2138,-1,1563,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1726,-1,-1,-1,-1,
-1,-1,-1,-1,2143,-1,-1,-1,-1,-1,-1,-1,-1,1573,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1271,-1,-1,
-1,-1,-1,-1,2149,-1,-1,-1,-1,1795,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2152,2373,793,1462,1171,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2162,-1,-1,-1,-1,-1,-1,-1,2757,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2169,1467,-1,1442,-1,-1,1118,-1,-1,-1,-1,2474,-1,-1,1799,2572,
-1,-1,-1,-1,2172,1747,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2185,-1,-1,-1,2048,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2245,1809,-1,-1,
-1,-1,-1,-1,2195,-1,2597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,2196,945,1303,1546,-1,-1,-1,-1,-1,-1,-1,-1,762,-1,-1,-1,
